FACT_ID,HEAD,RELATION,TAIL,TIME,ANSWER
FACT_79_2,Isaac Kiprono Ruto,Make statement,0,2014-09-05,Governor (Kenya)
FACT_79_3,Isaac Kiprono Ruto,Make statement,Governor (Kenya),0,2014-09-05
FACT_80_0,0,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-03-04,Ethiopia
FACT_80_1,Ethiopia,0,Sudan,2014-03-04,Express intent to engage in diplomatic cooperation (such as policy support)
FACT_80_2,Ethiopia,Express intent to engage in diplomatic cooperation (such as policy support),0,2014-03-04,Sudan
FACT_80_3,Ethiopia,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,0,2014-03-04
FACT_81_0,0,"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-09,Police (Australia)
FACT_81_1,Police (Australia),0,Citizen (Australia),2014-03-09,"Arrest, detain, or charge with legal action"
FACT_81_2,Police (Australia),"Arrest, detain, or charge with legal action",0,2014-03-09,Citizen (Australia)
FACT_81_3,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),0,2014-03-09
FACT_82_0,0,Make statement,Government (Argentina),2014-10-14,Daniel Scioli
FACT_82_1,Daniel Scioli,0,Government (Argentina),2014-10-14,Make statement
FACT_82_2,Daniel Scioli,Make statement,0,2014-10-14,Government (Argentina)
FACT_82_3,Daniel Scioli,Make statement,Government (Argentina),0,2014-10-14
FACT_83_0,0,Consult,Media (India),2014-06-28,Governor (India)
FACT_83_1,Governor (India),0,Media (India),2014-06-28,Consult
FACT_83_2,Governor (India),Consult,0,2014-06-28,Media (India)
FACT_83_3,Governor (India),Consult,Media (India),0,2014-06-28
FACT_84_0,0,Reject,Tahirul Qadri,2014-10-01,Pervez Musharraf
FACT_84_1,Pervez Musharraf,0,Tahirul Qadri,2014-10-01,Reject
FACT_84_2,Pervez Musharraf,Reject,0,2014-10-01,Tahirul Qadri
FACT_84_3,Pervez Musharraf,Reject,Tahirul Qadri,0,2014-10-01
FACT_85_0,0,Express intent to cooperate,Vietnam,2014-12-27,Yu Zhengsheng
FACT_85_1,Yu Zhengsheng,0,Vietnam,2014-12-27,Express intent to cooperate
FACT_85_2,Yu Zhengsheng,Express intent to cooperate,0,2014-12-27,Vietnam
FACT_85_3,Yu Zhengsheng,Express intent to cooperate,Vietnam,0,2014-12-27
FACT_86_0,0,Accuse,Hamas,2014-09-05,Benjamin Netanyahu
FACT_86_1,Benjamin Netanyahu,0,Hamas,2014-09-05,Accuse
FACT_86_2,Benjamin Netanyahu,Accuse,0,2014-09-05,Hamas
FACT_86_3,Benjamin Netanyahu,Accuse,Hamas,0,2014-09-05
FACT_87_0,0,Express intent to cooperate,North Korea,2014-02-14,South Korea
FACT_87_1,South Korea,0,North Korea,2014-02-14,Express intent to cooperate
FACT_87_2,South Korea,Express intent to cooperate,0,2014-02-14,North Korea
FACT_87_3,South Korea,Express intent to cooperate,North Korea,0,2014-02-14
FACT_88_0,0,Demand diplomatic cooperation (such as policy support),Japan,2014-08-09,Fumio Kishida
FACT_88_1,Fumio Kishida,0,Japan,2014-08-09,Demand diplomatic cooperation (such as policy support)
FACT_88_2,Fumio Kishida,Demand diplomatic cooperation (such as policy support),0,2014-08-09,Japan
FACT_88_3,Fumio Kishida,Demand diplomatic cooperation (such as policy support),Japan,0,2014-08-09
FACT_89_0,0,Grant diplomatic recognition,South Africa,2014-11-04,Kazakhstan
FACT_89_1,Kazakhstan,0,South Africa,2014-11-04,Grant diplomatic recognition
FACT_89_2,Kazakhstan,Grant diplomatic recognition,0,2014-11-04,South Africa
FACT_89_3,Kazakhstan,Grant diplomatic recognition,South Africa,0,2014-11-04
FACT_90_0,0,Use conventional military force,Indigenous People (Nigeria),2014-08-15,Boko Haram
FACT_90_1,Boko Haram,0,Indigenous People (Nigeria),2014-08-15,Use conventional military force
FACT_90_2,Boko Haram,Use conventional military force,0,2014-08-15,Indigenous People (Nigeria)
FACT_90_3,Boko Haram,Use conventional military force,Indigenous People (Nigeria),0,2014-08-15
FACT_91_0,0,Make statement,Iran,2014-10-08,Dissident (Iran)
FACT_91_1,Dissident (Iran),0,Iran,2014-10-08,Make statement
FACT_91_2,Dissident (Iran),Make statement,0,2014-10-08,Iran
FACT_91_3,Dissident (Iran),Make statement,Iran,0,2014-10-08
FACT_92_0,0,Criticize or denounce,Citizen (Nigeria),2014-08-15,Court Judge (Nigeria)
FACT_92_1,Court Judge (Nigeria),0,Citizen (Nigeria),2014-08-15,Criticize or denounce
FACT_92_2,Court Judge (Nigeria),Criticize or denounce,0,2014-08-15,Citizen (Nigeria)
FACT_92_3,Court Judge (Nigeria),Criticize or denounce,Citizen (Nigeria),0,2014-08-15
FACT_93_0,0,"Abduct, hijack, or take hostage",Citizen (South Korea),2014-11-07,North Korea
FACT_93_1,North Korea,0,Citizen (South Korea),2014-11-07,"Abduct, hijack, or take hostage"
FACT_93_2,North Korea,"Abduct, hijack, or take hostage",0,2014-11-07,Citizen (South Korea)
FACT_93_3,North Korea,"Abduct, hijack, or take hostage",Citizen (South Korea),0,2014-11-07
FACT_94_0,0,Criticize or denounce,Thailand,2014-05-23,François Hollande
FACT_94_1,François Hollande,0,Thailand,2014-05-23,Criticize or denounce
FACT_94_2,François Hollande,Criticize or denounce,0,2014-05-23,Thailand
FACT_94_3,François Hollande,Criticize or denounce,Thailand,0,2014-05-23
FACT_95_0,0,Appeal for diplomatic cooperation (such as policy support),Citizen (United Arab Emirates),2014-06-09,Foreign Affairs (Slovakia)
FACT_95_1,Foreign Affairs (Slovakia),0,Citizen (United Arab Emirates),2014-06-09,Appeal for diplomatic cooperation (such as policy support)
FACT_95_2,Foreign Affairs (Slovakia),Appeal for diplomatic cooperation (such as policy support),0,2014-06-09,Citizen (United Arab Emirates)
FACT_95_3,Foreign Affairs (Slovakia),Appeal for diplomatic cooperation (such as policy support),Citizen (United Arab Emirates),0,2014-06-09
FACT_96_0,0,Make statement,Ukrinform,2014-02-12,François Hollande
FACT_96_1,François Hollande,0,Ukrinform,2014-02-12,Make statement
FACT_96_2,François Hollande,Make statement,0,2014-02-12,Ukrinform
FACT_96_3,François Hollande,Make statement,Ukrinform,0,2014-02-12
FACT_97_0,0,Consult,France,2014-04-11,Japan
FACT_97_1,Japan,0,France,2014-04-11,Consult
FACT_97_2,Japan,Consult,0,2014-04-11,France
FACT_97_3,Japan,Consult,France,0,2014-04-11
FACT_98_0,0,Demonstrate or rally,Viktor Orban,2014-11-11,Citizen (Hungary)
FACT_98_1,Citizen (Hungary),0,Viktor Orban,2014-11-11,Demonstrate or rally
FACT_98_2,Citizen (Hungary),Demonstrate or rally,0,2014-11-11,Viktor Orban
FACT_98_3,Citizen (Hungary),Demonstrate or rally,Viktor Orban,0,2014-11-11
FACT_99_0,0,Make statement,Haider Al-Abadi,2014-08-15,Iraq
FACT_99_1,Iraq,0,Haider Al-Abadi,2014-08-15,Make statement
FACT_99_2,Iraq,Make statement,0,2014-08-15,Haider Al-Abadi
FACT_99_3,Iraq,Make statement,Haider Al-Abadi,0,2014-08-15
FACT_100_0,0,Express intent to cooperate,Foreign Affairs (Russia),2014-11-08,Cabinet / Council of Ministers / Advisors (United States)
FACT_100_1,Cabinet / Council of Ministers / Advisors (United States),0,Foreign Affairs (Russia),2014-11-08,Express intent to cooperate
FACT_100_2,Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,0,2014-11-08,Foreign Affairs (Russia)
FACT_100_3,Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,Foreign Affairs (Russia),0,2014-11-08
FACT_101_0,0,Make an appeal or request,Government (Nigeria),2014-09-23,Citizen (Nigeria)
FACT_101_1,Citizen (Nigeria),0,Government (Nigeria),2014-09-23,Make an appeal or request
FACT_101_2,Citizen (Nigeria),Make an appeal or request,0,2014-09-23,Government (Nigeria)
FACT_101_3,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),0,2014-09-23
FACT_102_0,0,Praise or endorse,Iran,2014-11-30,Head of Government (Turkmenistan)
FACT_102_1,Head of Government (Turkmenistan),0,Iran,2014-11-30,Praise or endorse
FACT_102_2,Head of Government (Turkmenistan),Praise or endorse,0,2014-11-30,Iran
FACT_102_3,Head of Government (Turkmenistan),Praise or endorse,Iran,0,2014-11-30
FACT_103_0,0,Provide aid,Citizen (India),2014-04-13,Government (France)
FACT_103_1,Government (France),0,Citizen (India),2014-04-13,Provide aid
FACT_103_2,Government (France),Provide aid,0,2014-04-13,Citizen (India)
FACT_103_3,Government (France),Provide aid,Citizen (India),0,2014-04-13
FACT_104_0,0,Accuse,Media (India),2014-12-06,Head of Government (India)
FACT_104_1,Head of Government (India),0,Media (India),2014-12-06,Accuse
FACT_104_2,Head of Government (India),Accuse,0,2014-12-06,Media (India)
FACT_104_3,Head of Government (India),Accuse,Media (India),0,2014-12-06
FACT_105_0,0,"Return, release person(s)",Detainee (United States),2014-11-08,North Korea
FACT_105_1,North Korea,0,Detainee (United States),2014-11-08,"Return, release person(s)"
FACT_105_2,North Korea,"Return, release person(s)",0,2014-11-08,Detainee (United States)
FACT_105_3,North Korea,"Return, release person(s)",Detainee (United States),0,2014-11-08
FACT_106_0,0,Host a visit,Barack Obama,2014-02-19,Mexico
FACT_106_1,Mexico,0,Barack Obama,2014-02-19,Host a visit
FACT_106_2,Mexico,Host a visit,0,2014-02-19,Barack Obama
FACT_106_3,Mexico,Host a visit,Barack Obama,0,2014-02-19
FACT_107_0,0,Accuse,News Editor (United Kingdom),2014-09-15,Alex Salmond
FACT_107_1,Alex Salmond,0,News Editor (United Kingdom),2014-09-15,Accuse
FACT_107_2,Alex Salmond,Accuse,0,2014-09-15,News Editor (United Kingdom)
FACT_107_3,Alex Salmond,Accuse,News Editor (United Kingdom),0,2014-09-15
FACT_108_0,0,"Arrest, detain, or charge with legal action",Musa Cerantonio,2014-07-12,Philippines
FACT_108_1,Philippines,0,Musa Cerantonio,2014-07-12,"Arrest, detain, or charge with legal action"
FACT_108_2,Philippines,"Arrest, detain, or charge with legal action",0,2014-07-12,Musa Cerantonio
FACT_108_3,Philippines,"Arrest, detain, or charge with legal action",Musa Cerantonio,0,2014-07-12
FACT_109_0,0,Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2014-06-03,Citizen (Nigeria)
FACT_109_1,Citizen (Nigeria),0,Government (Nigeria),2014-06-03,Appeal for diplomatic cooperation (such as policy support)
FACT_109_2,Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),0,2014-06-03,Government (Nigeria)
FACT_109_3,Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),0,2014-06-03
FACT_110_0,0,Meet at a 'third' location,Foreign Affairs (Russia),2014-03-09,John Kerry
FACT_110_1,John Kerry,0,Foreign Affairs (Russia),2014-03-09,Meet at a 'third' location
FACT_110_2,John Kerry,Meet at a 'third' location,0,2014-03-09,Foreign Affairs (Russia)
FACT_110_3,John Kerry,Meet at a 'third' location,Foreign Affairs (Russia),0,2014-03-09
FACT_111_0,0,Make statement,Philippines,2014-03-25,City Mayor (Philippines)
FACT_111_1,City Mayor (Philippines),0,Philippines,2014-03-25,Make statement
FACT_111_2,City Mayor (Philippines),Make statement,0,2014-03-25,Philippines
FACT_111_3,City Mayor (Philippines),Make statement,Philippines,0,2014-03-25
FACT_112_0,0,fight with small arms and light weapons,Citizen (India),2014-04-21,Military Personnel - Special (India)
FACT_112_1,Military Personnel - Special (India),0,Citizen (India),2014-04-21,fight with small arms and light weapons
FACT_112_2,Military Personnel - Special (India),fight with small arms and light weapons,0,2014-04-21,Citizen (India)
FACT_112_3,Military Personnel - Special (India),fight with small arms and light weapons,Citizen (India),0,2014-04-21
FACT_113_0,0,Make a visit,Iran,2014-01-16,Sergey Viktorovich Lavrov
FACT_113_1,Sergey Viktorovich Lavrov,0,Iran,2014-01-16,Make a visit
FACT_113_2,Sergey Viktorovich Lavrov,Make a visit,0,2014-01-16,Iran
FACT_113_3,Sergey Viktorovich Lavrov,Make a visit,Iran,0,2014-01-16
FACT_114_0,0,Engage in negotiation,Pham Binh Minh,2014-03-18,Fumio Kishida
FACT_114_1,Fumio Kishida,0,Pham Binh Minh,2014-03-18,Engage in negotiation
FACT_114_2,Fumio Kishida,Engage in negotiation,0,2014-03-18,Pham Binh Minh
FACT_114_3,Fumio Kishida,Engage in negotiation,Pham Binh Minh,0,2014-03-18
FACT_115_0,0,Make statement,Ministry (Jordan),2014-09-01,Environment Department/Ministry (Jordan)
FACT_115_1,Environment Department/Ministry (Jordan),0,Ministry (Jordan),2014-09-01,Make statement
FACT_115_2,Environment Department/Ministry (Jordan),Make statement,0,2014-09-01,Ministry (Jordan)
FACT_115_3,Environment Department/Ministry (Jordan),Make statement,Ministry (Jordan),0,2014-09-01
FACT_116_0,0,Make a visit,Middle East,2014-06-23,John Kerry
FACT_116_1,John Kerry,0,Middle East,2014-06-23,Make a visit
FACT_116_2,John Kerry,Make a visit,0,2014-06-23,Middle East
FACT_116_3,John Kerry,Make a visit,Middle East,0,2014-06-23
FACT_117_0,0,fight with small arms and light weapons,Military (Philippines),2014-11-02,Abu Sayyaf
FACT_117_1,Abu Sayyaf,0,Military (Philippines),2014-11-02,fight with small arms and light weapons
FACT_117_2,Abu Sayyaf,fight with small arms and light weapons,0,2014-11-02,Military (Philippines)
FACT_117_3,Abu Sayyaf,fight with small arms and light weapons,Military (Philippines),0,2014-11-02
FACT_118_0,0,Make statement,Military (Sweden),2014-10-17,Military Personnel (Sweden)
FACT_118_1,Military Personnel (Sweden),0,Military (Sweden),2014-10-17,Make statement
FACT_118_2,Military Personnel (Sweden),Make statement,0,2014-10-17,Military (Sweden)
FACT_118_3,Military Personnel (Sweden),Make statement,Military (Sweden),0,2014-10-17
FACT_119_0,0,Make statement,Philippines,2014-12-07,City Mayor (Philippines)
FACT_119_1,City Mayor (Philippines),0,Philippines,2014-12-07,Make statement
FACT_119_2,City Mayor (Philippines),Make statement,0,2014-12-07,Philippines
FACT_119_3,City Mayor (Philippines),Make statement,Philippines,0,2014-12-07
FACT_120_0,0,Use unconventional violence,South Africa,2014-11-14,Men (South Africa)
FACT_120_1,Men (South Africa),0,South Africa,2014-11-14,Use unconventional violence
FACT_120_2,Men (South Africa),Use unconventional violence,0,2014-11-14,South Africa
FACT_120_3,Men (South Africa),Use unconventional violence,South Africa,0,2014-11-14
FACT_121_0,0,Express intent to meet or negotiate,Iran,2014-12-29,Hamas
FACT_121_1,Hamas,0,Iran,2014-12-29,Express intent to meet or negotiate
FACT_121_2,Hamas,Express intent to meet or negotiate,0,2014-12-29,Iran
FACT_121_3,Hamas,Express intent to meet or negotiate,Iran,0,2014-12-29
FACT_122_0,0,Make statement,Murtala Nyako,2014-11-28,Muhammadu Buhari
FACT_122_1,Muhammadu Buhari,0,Murtala Nyako,2014-11-28,Make statement
FACT_122_2,Muhammadu Buhari,Make statement,0,2014-11-28,Murtala Nyako
FACT_122_3,Muhammadu Buhari,Make statement,Murtala Nyako,0,2014-11-28
FACT_123_0,0,"Conduct suicide, car, or other non-military bombing",Iraq,2014-05-29,Militant (Iraq)
FACT_123_1,Militant (Iraq),0,Iraq,2014-05-29,"Conduct suicide, car, or other non-military bombing"
FACT_123_2,Militant (Iraq),"Conduct suicide, car, or other non-military bombing",0,2014-05-29,Iraq
FACT_123_3,Militant (Iraq),"Conduct suicide, car, or other non-military bombing",Iraq,0,2014-05-29
FACT_124_0,0,Praise or endorse,Luis Alberto Lacalle,2014-10-24,Colorado Party (Uruguay)
FACT_124_1,Colorado Party (Uruguay),0,Luis Alberto Lacalle,2014-10-24,Praise or endorse
FACT_124_2,Colorado Party (Uruguay),Praise or endorse,0,2014-10-24,Luis Alberto Lacalle
FACT_124_3,Colorado Party (Uruguay),Praise or endorse,Luis Alberto Lacalle,0,2014-10-24
FACT_125_0,0,Make statement,Criminal (Bangladesh),2014-10-21,Labor Union (Bangladesh)
FACT_125_1,Labor Union (Bangladesh),0,Criminal (Bangladesh),2014-10-21,Make statement
FACT_125_2,Labor Union (Bangladesh),Make statement,0,2014-10-21,Criminal (Bangladesh)
FACT_125_3,Labor Union (Bangladesh),Make statement,Criminal (Bangladesh),0,2014-10-21
FACT_126_0,0,Investigate,Citizen (United Kingdom),2014-11-21,Northern Ireland
FACT_126_1,Northern Ireland,0,Citizen (United Kingdom),2014-11-21,Investigate
FACT_126_2,Northern Ireland,Investigate,0,2014-11-21,Citizen (United Kingdom)
FACT_126_3,Northern Ireland,Investigate,Citizen (United Kingdom),0,2014-11-21
FACT_127_0,0,Criticize or denounce,François Hollande,2014-08-25,Education Ministry (France)
FACT_127_1,Education Ministry (France),0,François Hollande,2014-08-25,Criticize or denounce
FACT_127_2,Education Ministry (France),Criticize or denounce,0,2014-08-25,François Hollande
FACT_127_3,Education Ministry (France),Criticize or denounce,François Hollande,0,2014-08-25
FACT_128_0,0,Assassinate,Citizen (Thailand),2014-09-11,Insurgent (Thailand)
FACT_128_1,Insurgent (Thailand),0,Citizen (Thailand),2014-09-11,Assassinate
FACT_128_2,Insurgent (Thailand),Assassinate,0,2014-09-11,Citizen (Thailand)
FACT_128_3,Insurgent (Thailand),Assassinate,Citizen (Thailand),0,2014-09-11
FACT_129_0,0,Host a visit,Jean-Yves Le Drian,2014-05-13,Mauritania
FACT_129_1,Mauritania,0,Jean-Yves Le Drian,2014-05-13,Host a visit
FACT_129_2,Mauritania,Host a visit,0,2014-05-13,Jean-Yves Le Drian
FACT_129_3,Mauritania,Host a visit,Jean-Yves Le Drian,0,2014-05-13
FACT_130_0,0,"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-11-04,Police (Egypt)
FACT_130_1,Police (Egypt),0,Criminal (Egypt),2014-11-04,"Arrest, detain, or charge with legal action"
FACT_130_2,Police (Egypt),"Arrest, detain, or charge with legal action",0,2014-11-04,Criminal (Egypt)
FACT_130_3,Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),0,2014-11-04
FACT_131_0,0,Express intent to meet or negotiate,France,2014-02-12,Barack Obama
FACT_131_1,Barack Obama,0,France,2014-02-12,Express intent to meet or negotiate
FACT_131_2,Barack Obama,Express intent to meet or negotiate,0,2014-02-12,France
FACT_131_3,Barack Obama,Express intent to meet or negotiate,France,0,2014-02-12
FACT_132_0,0,Consult,Head of Government (Madagascar),2014-10-16,Government (Madagascar)
FACT_132_1,Government (Madagascar),0,Head of Government (Madagascar),2014-10-16,Consult
FACT_132_2,Government (Madagascar),Consult,0,2014-10-16,Head of Government (Madagascar)
FACT_132_3,Government (Madagascar),Consult,Head of Government (Madagascar),0,2014-10-16
FACT_133_0,0,Make a visit,Japan,2014-04-22,Keiji Furuya
FACT_133_1,Keiji Furuya,0,Japan,2014-04-22,Make a visit
FACT_133_2,Keiji Furuya,Make a visit,0,2014-04-22,Japan
FACT_133_3,Keiji Furuya,Make a visit,Japan,0,2014-04-22
FACT_134_0,0,Threaten,Protester (Pakistan),2014-08-17,Chaudhry Nisar Ali Khan
FACT_134_1,Chaudhry Nisar Ali Khan,0,Protester (Pakistan),2014-08-17,Threaten
FACT_134_2,Chaudhry Nisar Ali Khan,Threaten,0,2014-08-17,Protester (Pakistan)
FACT_134_3,Chaudhry Nisar Ali Khan,Threaten,Protester (Pakistan),0,2014-08-17
FACT_135_0,0,Accuse,Main Opposition (Greece),2014-12-18,Citizen (Greece)
FACT_135_1,Citizen (Greece),0,Main Opposition (Greece),2014-12-18,Accuse
FACT_135_2,Citizen (Greece),Accuse,0,2014-12-18,Main Opposition (Greece)
FACT_135_3,Citizen (Greece),Accuse,Main Opposition (Greece),0,2014-12-18
FACT_136_0,0,Discuss by telephone,Foreign Affairs (Russia),2014-02-22,John Kerry
FACT_136_1,John Kerry,0,Foreign Affairs (Russia),2014-02-22,Discuss by telephone
FACT_136_2,John Kerry,Discuss by telephone,0,2014-02-22,Foreign Affairs (Russia)
FACT_136_3,John Kerry,Discuss by telephone,Foreign Affairs (Russia),0,2014-02-22
FACT_137_0,0,Make statement,Yoshitaka Shindo,2014-04-12,Lawmaker (Japan)
FACT_137_1,Lawmaker (Japan),0,Yoshitaka Shindo,2014-04-12,Make statement
FACT_137_2,Lawmaker (Japan),Make statement,0,2014-04-12,Yoshitaka Shindo
FACT_137_3,Lawmaker (Japan),Make statement,Yoshitaka Shindo,0,2014-04-12
FACT_138_0,0,Consult,Shah Mehmood Qureshi,2014-08-27,Media (Pakistan)
FACT_138_1,Media (Pakistan),0,Shah Mehmood Qureshi,2014-08-27,Consult
FACT_138_2,Media (Pakistan),Consult,0,2014-08-27,Shah Mehmood Qureshi
